@relation 'optdigits-weka.filters.unsupervised.instance.Randomize-S42_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.9-A5-M20'

@attribute -0.273input3-0.26input59-0.234input11-0.232input10-0.221input4... numeric
@attribute 0.259input6+0.254input15-0.245input61+0.234input7+0.234input14... numeric
@attribute '0.321input44+0.29 input45+0.267input36+0.254input37-0.254input39...' numeric
@attribute '0.238input62+0.22 input21+0.211input29-0.196input52+0.195input54...' numeric
@attribute '0.28 input50-0.265input56-0.239input63+0.229input42-0.222input16...' numeric
@attribute -0.286input19-0.278input26-0.259input27+0.256input50+0.221input16... numeric
@attribute '0.32 input53+0.273input24+0.233input16-0.215input43+0.197input18...' numeric
@attribute -0.302input13-0.28input22-0.273input52-0.253input53-0.221input12... numeric
@attribute -0.257input51-0.244input16+0.239input2+0.235input64-0.234input8... numeric
@attribute -0.352input41-0.305input49-0.269input33-0.222input6+0.213input2... numeric
@attribute 0.276input33+0.276input41+0.257input17+0.251input25+0.221input24... numeric
@attribute 0.323input17+0.257input25-0.25input60-0.233input56+0.224input62... numeric
@attribute -0.4input48-0.298input17-0.284input25-0.254input56+0.234input37... numeric
@attribute 0.278input28-0.264input17-0.261input46+0.236input27-0.225input25... numeric
@attribute -0.474input33+0.397input57+0.312input32+0.302input49-0.248input41... numeric
@attribute -0.371input25+0.349input5-0.255input17+0.246input32+0.239input10... numeric
@attribute 0.386input57-0.34input32-0.234input5-0.227input56-0.221input24... numeric
@attribute -0.363input37-0.273input46-0.252input22-0.243input38-0.239input30... numeric
@attribute 0.729input9-0.29input25-0.224input58-0.172input2-0.15input12... numeric
@attribute -0.376input9+0.328input8-0.23input12+0.224input16+0.222input26... numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}

@data
0.303935,-0.162935,1.077135,-4.326917,-0.850592,-3.767876,0.358121,0.404686,0.4723,-1.284217,0.843845,0.011824,-0.836936,0.303364,-0.24386,1.494694,0.461719,1.979488,0.175527,0.995495,5
-1.268536,-0.633465,-1.351643,1.853084,2.525727,1.110075,0.408526,0.480281,-1.519764,0.900828,-0.122258,-1.033553,-0.890214,0.122787,0.778158,-1.698619,0.068447,0.4615,1.172977,0.955012,3
0.40259,0.31699,4.526706,0.400252,1.43597,-0.599277,-1.442584,-1.262703,-2.278368,0.237248,-0.04744,0.439293,-0.749816,0.111284,-0.679043,0.337583,-0.683345,0.940096,-0.120888,-0.066216,1
-0.016053,3.506125,0.432152,0.522213,0.217565,0.055902,-3.067347,1.011484,0.580911,-0.818777,0.991749,-0.701613,0.279484,-0.321448,0.800862,0.333972,-0.428532,0.128435,0.262704,0.271778,7
-2.558158,-1.62124,-1.912469,2.902631,-1.229126,0.435747,0.454392,-0.836693,-0.353602,1.44971,1.741482,-0.15627,-0.628532,1.078833,-0.331587,-1.264309,1.956768,1.382661,0.620121,-0.684105,9
6.154422,3.54492,-0.441374,0.946864,-2.98694,1.164307,3.91769,2.57057,-0.934585,0.632795,-1.212716,1.346395,-0.480364,1.555273,-1.030511,-1.349666,1.03439,-0.043023,0.446637,-0.077014,9
-0.136201,1.83595,-1.490106,-0.144258,-0.29067,-2.022628,1.827248,1.258556,-0.177933,-0.560408,-0.994995,-1.979488,-0.272188,-0.629408,0.752619,-1.231978,0.522538,0.688268,0.836089,0.301642,5
-2.808226,1.927272,-0.043339,-3.998673,0.644038,-2.470103,3.167389,2.663001,2.059718,-0.370018,-0.209288,-1.197667,-0.657985,-0.090758,0.013591,0.773897,-0.570577,0.707092,-0.422589,0.307104,5
0.266998,0.670374,-3.755653,0.22279,0.47497,-1.509544,0.734206,0.887791,0.500372,-0.358688,0.268402,-0.72877,-0.688057,0.167026,0.4193,-0.597074,-0.299513,1.985783,0.780829,0.880885,5
-3.910067,0.247792,2.584848,-0.70116,1.58546,0.873708,-0.250877,-0.896709,-1.985472,1.558033,0.086602,-0.222496,0.17872,-0.636359,-0.206794,-0.150203,-0.203304,0.095384,-0.203892,-0.111987,2
-1.039713,1.603157,-2.666061,1.455042,-1.133237,1.709262,-0.624365,1.730673,-1.076949,-2.7902,-1.898706,0.561869,0.383547,-0.889864,0.759864,-0.805769,-0.37835,-0.068626,-0.161737,-0.832969,3
-0.202995,3.770745,1.322644,0.338033,0.435826,0.587754,-3.413278,-0.198899,0.991708,0.603852,2.115152,-0.665329,-0.160016,-0.225048,0.850738,0.211094,0.150237,1.257622,0.538731,0.556848,7
-2.710728,0.108785,0.155085,0.041908,-0.819402,0.095403,0.784494,-1.512088,0.475528,-0.137015,-0.347318,-0.14894,1.521845,-0.344395,0.927544,-1.021708,0.481966,0.94844,0.504674,-0.151574,2
-0.414682,2.064952,1.653845,-0.286927,1.576383,-0.337798,-0.657214,0.048538,-0.81624,-0.295237,-0.924899,-0.245648,-0.462601,0.488259,-0.008325,-1.279341,-1.482941,2.005871,0.683778,0.081773,8
-6.439165,-1.580448,1.690857,-2.92516,0.337046,1.218296,2.440579,0.244144,0.367794,0.415933,-0.312529,1.825012,0.164637,1.415082,-1.02338,-0.081201,0.888299,-0.609607,0.046094,-0.099247,2
3.902868,2.840346,0.912584,2.845696,0.053415,-1.910674,1.974241,0.576866,0.109036,-0.535053,-1.732884,0.397796,-1.007569,1.514345,-1.166362,-0.448747,0.665747,-0.379233,-0.388356,-0.659232,9
0.208444,0.526599,-0.995993,1.74256,-0.534794,-1.999612,0.160671,0.057564,-0.305128,-1.308454,0.006652,-0.317104,0.668159,-0.414571,0.21292,1.238098,0.175275,-1.097875,-0.831818,-0.395097,8
5.875144,3.382254,0.140897,1.446842,-2.469021,2.371012,4.425984,0.31501,-2.217074,2.902062,0.970255,0.75021,0.278296,0.915199,-0.76275,-0.687412,-0.321879,-0.527812,0.368188,0.078814,4
4.021079,3.206229,-1.426639,0.779634,-1.359886,-1.508578,1.819088,0.912037,0.717717,-0.963282,-1.270375,-0.55661,-0.833998,1.265635,-0.253904,-1.25072,0.629887,0.133844,0.113373,-1.585245,9
2.876056,-1.073392,0.77546,-1.288472,-0.967609,-2.344966,0.826435,0.131397,0.650509,1.211752,1.371226,-1.720054,0.840439,0.443857,0.797498,-0.197129,0.373877,-1.140895,-0.146421,-0.966055,4
-0.561009,0.280574,-3.146771,0.687533,0.18045,-1.041282,-0.446575,0.468251,0.441198,-1.07889,0.786566,1.138491,0.939582,0.717169,0.287582,-0.026718,-0.284567,0.187941,0.16272,0.547861,9
1.071538,-2.936626,-4.004135,-1.54722,-0.4106,-0.399872,-0.718708,-1.318219,-0.170143,0.337863,-0.313232,0.561231,-0.128123,-0.15028,-0.186888,0.344201,0.138895,0.288713,-0.245487,-0.063101,0
2.730156,-2.080909,-2.693536,-0.051768,0.840263,0.792224,-1.036923,-0.465337,-0.316538,-0.044706,-1.069303,0.650141,-0.43726,0.310245,-0.202245,-0.924403,-1.195893,1.096577,0.332922,-0.534864,0
5.48904,-0.246279,1.720738,0.5404,0.569134,-0.08566,0.747978,-0.049895,1.85451,1.487079,-0.075185,0.432271,0.525806,0.615234,-0.039218,-0.441348,-0.188155,-0.04321,0.009154,-1.318236,4
-1.088135,1.421817,-0.262631,2.970874,0.880119,0.222043,-0.019855,-1.634078,-0.615758,-0.113963,-0.595124,-0.068274,1.153596,-1.92813,0.879351,0.3697,-0.665267,0.046734,-0.583681,-0.281457,3
-1.832204,3.476635,-1.875263,0.623101,0.220248,0.550591,-0.152234,0.469081,-0.347212,-2.03792,-1.504768,-0.002908,1.21102,-1.564023,0.778527,0.001896,-1.745379,0.138469,-0.127798,-0.324802,3
0.657315,2.94434,1.168359,-4.006794,-1.519898,-2.9923,0.587987,1.513452,0.413932,-1.165226,0.174029,-0.86017,-1.052648,0.062438,-0.568732,0.968785,0.730787,0.890791,0.206551,1.638707,5
-0.093095,0.980201,-1.323341,0.072848,0.028567,-2.241908,1.950516,0.580567,-0.282819,0.022033,-0.638188,-1.823463,-0.464794,-0.513272,0.572661,-0.943221,0.926196,0.939828,0.860187,-0.031034,5
-2.856233,1.607551,2.381111,-3.239931,1.770432,-0.066063,-1.011284,0.436308,-0.12031,0.264021,0.492705,0.670082,-0.726468,1.594895,-0.83557,-0.220381,-0.27036,1.005366,0.968574,1.299084,8
-1.549788,-1.255556,-1.908633,2.476062,-2.316514,0.561991,-0.648447,-0.132726,0.306356,-1.966974,-0.201098,1.114935,0.477971,0.11127,0.368925,0.25236,0.787554,0.543393,-0.618608,-0.959755,3
-1.202389,0.495011,2.002728,-1.803848,1.583602,-1.645995,-0.43132,-0.821142,-2.440907,-0.661691,-0.723394,-0.303994,-0.921109,0.743449,-0.94547,0.324599,-1.121025,0.732058,0.073754,0.839431,8
-1.0691,-0.527277,-1.985479,0.736017,-0.69503,-1.7726,0.089224,0.144742,0.627443,-0.561565,1.289867,0.686366,1.578433,0.511672,-0.236672,1.50877,0.598255,-2.455889,-1.085751,1.196393,9
-0.749785,0.337495,2.545013,-1.565472,0.211183,-1.362949,-0.163091,-1.217238,-2.342847,-0.175455,-0.658185,-1.02004,-1.198104,-0.739162,-0.100003,0.098033,-0.667208,2.195283,0.005319,-1.019614,5
0.04529,0.033953,3.745962,-0.217268,-0.434294,-1.795256,0.149342,-0.243267,-1.12603,0.347082,1.139043,-0.123234,-0.51964,0.432358,0.164178,-0.554412,0.955918,2.53142,0.661661,-1.129721,1
-3.686592,0.821662,-0.269059,1.87273,1.880618,1.072525,1.302686,1.645746,0.070715,1.648369,0.224077,-0.57424,0.707492,-1.503135,0.745685,-0.305458,-0.22919,0.210955,-0.367376,-0.321765,3
2.755429,0.546701,0.868623,4.398613,1.070374,-2.632775,2.015947,0.245117,0.625266,-0.159028,-0.900601,0.343274,-0.337137,0.665377,-0.795832,0.860548,0.71387,-1.173312,-0.835829,0.688719,1
-0.999971,0.800729,-3.745961,1.709333,0.294071,0.158861,0.122249,-1.013783,-1.132512,0.204422,-0.242315,-0.606761,-0.361496,0.652182,-0.066574,-1.436856,-0.611499,0.85313,0.202274,-1.02739,9
3.984673,-1.400592,1.417016,3.199334,2.856807,0.678648,-0.834031,1.98747,1.571595,0.550063,-0.49629,1.604335,-0.036981,-0.378284,-0.270402,0.613935,-0.62953,0.806099,0.617509,1.652944,4
1.024752,-2.073214,-3.887259,-1.744281,0.230867,0.257181,-0.612422,-2.207003,-0.406031,0.635673,-0.647579,0.162576,0.046067,-0.388407,-0.018719,-0.246066,-0.134402,0.321839,0.066463,-0.134303,0
-0.901798,1.22131,-0.347137,-1.192387,0.369909,-2.0306,1.295907,1.839007,-0.927392,-1.186622,-1.247248,-0.94269,-0.654813,-0.781534,-0.40596,1.054211,-0.535583,-0.121315,-0.095619,0.830896,5
0.923822,-2.875974,-2.494838,0.825982,-0.176515,0.056792,-1.324082,-0.584477,-1.841719,1.327686,0.230943,-0.272293,-1.301865,0.968742,-1.140856,-0.167312,0.006991,-0.109873,-0.527537,-1.09912,0
-1.402592,-0.354804,0.391569,0.311116,0.333359,-1.775023,1.472238,0.935944,-1.106811,1.069855,0.286412,-1.997011,0.70935,-1.288015,0.329848,0.39843,-0.142162,-0.801486,-0.249397,-0.307732,5
-1.420563,-1.142511,-2.487387,2.871393,-1.089971,1.549467,-1.364214,-1.575798,-0.719899,-0.055758,0.174707,1.268371,-1.059265,0.505635,-0.444858,-0.486283,0.781844,2.102147,-0.198953,-1.35356,9
-2.540392,0.980239,-1.161502,2.655766,0.058504,-0.150732,-0.500206,-0.120894,-1.115548,-0.134309,0.833144,-0.779428,0.322711,-1.517599,0.374095,1.405746,0.126443,-0.683785,-0.538547,0.225639,3
0.756372,0.862857,-0.745473,0.315312,-0.666601,-2.51624,1.713078,1.438696,-0.377346,-0.065287,0.029828,-2.540526,-0.4268,-1.206944,1.063966,-0.674633,0.507624,0.920767,0.524285,-0.575277,5
-3.148164,-0.486449,0.2689,1.606677,-1.945191,0.804657,2.092277,-4.203944,1.746156,-0.30992,-1.488821,-1.12134,1.679144,-0.746741,1.212196,-1.195983,-0.469524,-0.615709,0.143591,0.082766,2
-2.041721,0.31012,-0.550757,-0.181547,0.334512,-1.823568,1.531979,1.776438,-0.668807,0.063004,-0.00514,-1.787296,0.742391,-0.739799,0.576775,-0.223647,-0.876917,0.201502,-0.094976,-0.27821,5
1.771806,1.351095,0.49308,5.784243,1.781735,-0.590546,0.93053,1.461957,1.992922,-0.998403,-0.943083,1.889697,1.332366,0.59559,0.383344,-0.028703,-0.113741,0.160271,0.152713,1.260026,1
0.446237,-2.460297,-4.490101,-1.376727,0.392525,1.078115,-0.889456,-0.880581,0.19374,0.184367,-0.079916,0.931729,0.584978,0.387491,0.241231,-1.155302,-0.340798,0.604303,0.663807,0.439814,0
-3.216655,-0.736315,-1.57535,1.290576,-0.493971,0.660235,-0.686484,0.699142,-0.492331,-0.666658,1.25721,1.285026,1.118843,-0.55791,0.101231,1.309097,0.460208,-0.782412,-0.21359,0.408456,3
-5.137915,0.036291,1.961824,-1.787398,0.421579,0.698012,2.27854,-0.821616,1.735103,1.105641,-0.240241,1.337393,0.998595,-0.332004,-0.323995,0.828057,1.480149,-0.532585,0.066554,0.168423,2
5.3602,7.949899,0.670159,-1.645382,-6.953888,4.54945,2.572917,1.343606,-4.452329,1.558781,-1.226078,2.182867,-0.588184,-2.576334,-1.289628,-0.048383,3.427119,-1.36905,1.913306,4.587571,7
0.083481,0.033445,-1.362296,0.205009,0.203745,-0.589662,-1.073552,1.586535,-2.059743,-1.85188,-0.665218,-0.137884,0.544765,0.576396,-0.394441,-0.236149,-1.648915,-1.268352,-0.522101,-0.204264,8
-1.899376,-1.431828,0.701289,1.214143,-1.897561,1.054959,0.8791,-3.689875,0.889281,-0.17341,-1.819334,0.32039,1.361835,-0.636196,0.601689,-0.5034,1.182662,-0.605286,-0.263733,-0.76192,2
-1.474177,-1.692116,0.299122,1.465901,-0.349744,-1.379008,1.479072,1.126915,-1.341855,1.308833,0.962142,-1.773642,0.526786,-1.036046,0.449298,-0.111556,0.644002,-0.464057,-0.036349,-0.377253,3
-1.05201,1.659493,-2.335819,2.034226,0.050703,-0.183624,-0.89395,0.596118,0.110406,-0.540997,1.035841,-0.263357,0.851142,-0.948461,0.983095,0.250091,-0.154342,0.285694,0.209213,-0.288108,3
0.216319,-4.38725,0.039105,-2.391763,-1.325376,0.101364,-1.167348,1.635172,-0.161458,-1.15855,-0.406625,0.881716,1.648713,-0.741086,0.6088,0.140079,-0.015166,-0.19289,-0.242776,0.091641,6
-7.123098,-0.112306,2.093738,-2.986618,3.418044,3.786486,2.093948,2.000262,1.325511,2.665628,-1.398964,1.463584,-0.971316,0.399581,-1.302903,0.266352,-0.012657,-0.856099,-1.243986,-1.295635,2
0.335596,0.199728,3.914785,0.643796,0.932703,-2.130981,0.127057,-0.38522,-1.745858,0.596726,-0.00138,-0.775087,-0.286315,-0.096041,-0.36022,0.584962,0.2116,0.041576,-0.140201,0.158406,1
1.029074,-4.657984,2.076391,0.97212,-1.829636,0.624804,-0.494249,0.546106,0.114123,0.420356,-0.659549,0.230731,-0.424797,-1.202776,-0.169426,1.196777,1.224029,-0.035072,-0.493634,-0.727508,6
0.675948,-3.177501,-0.096546,-0.512751,-1.447854,-0.4255,-1.431434,2.102151,-0.588097,-0.79434,0.183645,0.504841,0.131675,-0.83192,0.216794,1.076136,0.453116,0.791009,-0.820319,-0.389864,6
2.694006,0.482234,-3.122859,4.068012,-0.98264,0.174555,2.095044,-0.441706,1.99686,-0.539086,-1.646061,2.604387,-1.161118,1.127875,-1.373691,0.364485,2.029635,0.325855,-0.24218,-0.498663,1
-1.811853,-0.833051,-3.682747,0.81525,-0.070126,-1.271594,1.349782,2.519535,0.36709,-0.539268,1.023512,-0.881206,-0.016561,-0.232982,0.516232,0.201985,0.249837,0.36091,0.70366,0.819648,5
7.505995,-0.028627,-1.06521,-0.740477,-1.66696,2.129581,4.676786,0.248686,-0.635126,3.752956,3.293185,0.084818,1.712402,2.0933,0.551771,1.299952,-3.063264,-0.555763,-1.678259,-1.291585,4
0.18236,1.842108,1.176318,-2.556466,1.401029,0.49121,-1.079117,0.99778,-1.017776,-1.384914,-1.501218,-0.402305,-1.177016,0.800984,-0.147989,-1.584935,-0.971634,1.168373,0.705709,0.250399,8
-5.521236,-1.596143,1.829361,-2.138636,-0.509878,1.311428,2.08644,1.113758,0.395441,0.58065,-0.507471,1.201536,0.203098,1.101222,-0.691741,-0.641571,1.144365,0.135227,0.068418,-1.582785,2
-3.999704,-0.95383,2.398994,0.18575,-1.785661,1.095461,0.348062,-2.024201,0.113129,-0.025644,-0.241359,0.191154,1.151819,-0.813008,0.629779,-0.140794,0.662256,0.474407,0.291378,0.144588,2
3.044916,0.794211,3.463839,2.493158,2.115006,-0.841869,-0.072246,0.881759,1.897975,-0.062305,-0.457378,1.851094,0.834095,1.149521,-0.110486,-0.425702,-0.086155,1.108342,0.620652,1.296981,1
2.033715,0.63539,1.927746,1.461051,1.365778,0.589341,-1.117825,0.31241,-0.574124,-1.4962,-1.895737,1.50647,0.07968,-0.314933,-0.224491,-0.157447,-1.058739,0.676941,-0.075011,0.146429,8
4.732813,-2.740415,1.509171,1.473205,1.326985,-0.225032,0.498688,1.002651,1.551276,1.150033,-0.526857,0.615849,0.415429,-0.43677,0.04523,0.160739,0.291431,0.074282,0.067117,-0.290646,4
-0.338761,-1.081006,0.851819,0.161836,0.801531,0.400314,-0.713039,0.304989,-2.228234,0.0775,0.073624,-0.497547,0.475108,0.63025,0.167494,-0.938272,-0.8135,-1.101751,-0.106796,-0.46308,8
-3.71108,-0.064512,-1.676936,1.61388,0.481613,0.990803,-0.722118,0.134072,-0.972315,1.015847,1.721682,-0.066583,0.678162,-0.687883,0.140317,0.54412,0.23215,-0.447534,0.272803,0.788809,3
1.545592,-0.755288,-3.241938,-0.743355,0.777544,-0.700025,-0.224119,-2.41377,-0.5211,0.159647,-1.194949,0.288832,-0.070714,-0.39082,-0.218942,0.254828,-0.631002,0.300231,-0.408434,-0.112485,0
1.449133,-2.611949,-3.633004,-1.319495,0.498677,0.21077,-0.964968,-2.020235,-0.409969,0.839953,-0.626486,0.339928,-0.088752,0.013048,-0.36361,-0.230812,-0.163777,-0.015348,-0.082325,0.061094,0
0.036691,-2.932489,-3.360414,-1.525378,0.696363,0.079167,0.209287,-2.708923,-0.492706,1.311386,-0.593023,0.691323,-0.402563,0.540344,-0.791089,-0.519321,0.781022,0.019733,0.361693,0.396947,0
0.852096,-2.531432,-5.784069,-2.562717,1.256778,2.021457,-1.230574,-0.729149,-0.062438,-0.732724,-0.46558,0.511658,-0.509983,0.335718,-0.241473,0.000886,-1.637283,-0.515651,0.056498,1.164154,0
2.045844,2.943908,0.815875,-1.196608,0.068314,0.340557,-3.232588,-0.9791,0.899654,-0.281921,0.353715,-0.668229,0.050247,-0.832779,0.455516,0.729703,-0.075169,-0.478264,-0.1765,0.282609,7
-2.702987,3.71687,1.25227,-0.332736,1.016246,-1.057514,0.370961,-1.837109,-0.065498,0.22605,0.29137,-0.835823,0.385594,-0.931651,0.054627,0.933614,-0.386042,-0.084362,-0.062176,0.170712,3
3.389143,1.80354,1.848955,4.14602,2.525451,-0.360492,-0.463243,1.658934,1.335574,-1.023239,-1.0904,1.958591,0.868046,0.567816,-0.384059,0.663885,-1.209135,-0.359632,-0.193953,1.560664,1
-0.33698,-0.040564,-2.956275,1.423554,0.785921,-0.745695,0.776094,-2.988947,-0.647901,1.841083,0.355269,-0.922627,-0.745368,-0.533303,-0.067871,-0.326323,1.138496,0.375816,0.448052,-0.428334,9
0.06199,3.637511,0.805691,-0.021635,0.061362,0.331412,-3.495303,-0.752297,0.414205,0.123923,1.239808,-0.942531,-0.028076,-1.010035,0.682226,0.891542,0.091022,-0.045352,-0.175608,0.181838,7
-1.480109,-0.553326,-2.130589,2.062442,-0.217718,0.715181,-1.017323,-0.59047,-0.544212,0.122411,0.916491,0.170211,-0.282416,1.181667,-0.143279,-0.035556,0.921097,-0.691459,-0.229302,0.205386,9
1.74873,-1.326743,-3.503425,-3.478353,0.98783,0.044205,0.67578,-1.524802,0.638698,0.158124,-1.435293,-0.675945,-0.395647,-0.312229,0.439984,-0.720502,-0.468765,0.331471,0.425159,0.437353,0
0.088953,2.676383,0.715311,-1.711713,2.279008,1.878174,-3.893396,1.053888,2.486416,1.018654,0.740672,0.016432,-0.08146,-0.393386,0.116616,0.634355,-0.648498,-0.073523,-0.385766,1.47587,7
0.910249,3.033619,0.269743,-0.7437,-0.520706,-0.657897,-2.2735,-1.537202,0.656137,-0.598261,0.95255,-0.270092,0.236774,-0.43054,0.332689,1.337225,0.003908,-0.497155,-0.447868,-0.377313,7
0.108195,-0.416695,-1.083787,1.787073,-0.055768,0.387567,-1.911562,2.061947,-1.459449,-1.959035,-0.454636,0.559984,0.220435,0.607658,-0.077859,-0.167394,-0.779002,-0.611519,-0.482069,-0.085292,8
1.110002,-0.388348,-4.430369,-1.499571,0.801053,-0.36635,-0.211282,-1.864498,0.566731,-0.409634,-0.671874,0.839105,0.360241,-0.351366,-0.028652,0.334318,-0.800417,0.061777,0.039257,0.841045,0
-2.032988,-0.148979,-1.771923,2.099442,0.585258,-0.544453,0.460465,-0.130613,-1.248089,-0.252354,-0.028847,0.041612,0.501106,-0.138561,0.300028,-0.626999,0.155094,0.830203,0.42922,0.124169,9
-0.132717,-3.087199,-3.729285,-1.62098,-0.556694,0.00338,-0.615678,-1.387838,-0.703464,-0.013798,-0.231311,0.722134,-0.320019,-0.024667,-0.446131,0.382103,0.008663,0.762122,-0.209762,-0.041193,0
1.422925,-3.755753,-0.065773,1.005918,-0.452009,-0.715356,-0.781251,1.109266,-0.462645,0.206682,0.441227,0.636957,-1.281132,1.153943,-1.193482,0.774825,1.160597,-0.005838,-0.412377,0.491367,6
-1.67621,-0.38104,0.273121,0.605558,-1.459824,-1.465009,0.951768,-2.69451,0.80753,-1.459286,-0.52713,1.107854,0.638769,0.266456,-0.547092,1.891089,1.227572,-1.412757,-1.160766,0.580778,2
0.219534,-3.223146,-3.423335,-2.108498,0.968038,0.30784,-0.063092,-2.953001,-0.202138,0.817406,-0.694862,0.184115,0.057831,-0.793809,-0.204939,0.380312,0.34614,-0.72595,-0.040643,1.082788,0
0.085302,-5.077763,0.386296,-0.911846,-1.80301,0.644609,-1.739794,1.916253,-0.650575,0.109388,0.836651,0.023146,0.760408,-0.470408,0.05866,0.472168,0.797948,-1.245317,-0.558025,-0.075621,6
-3.320678,-1.368708,1.388265,-2.738053,1.008793,0.386484,0.289198,0.180554,-1.563214,-0.319509,0.01517,0.484431,-0.29757,1.83339,0.068066,-1.716334,0.243847,0.805609,1.160321,1.033819,2
-1.976566,0.658289,-2.583439,-0.377165,0.205839,-0.823028,1.344805,3.636663,1.318811,0.582555,0.436739,-1.304296,-0.527185,-0.245493,-0.049829,0.454598,0.66938,-0.267805,-0.043193,0.318339,5
3.083124,-0.72454,3.300237,3.052128,2.270997,-0.730271,-0.105141,0.405165,0.368383,0.598587,-0.342989,0.810581,0.539886,0.138111,-0.58268,0.729367,-0.325792,-1.059301,-0.309303,1.020374,1
-0.813531,-4.503374,-1.601851,-2.795615,-0.084725,1.309405,-1.020481,2.949628,1.102552,-0.594723,0.873116,0.755749,2.477785,0.111835,0.886003,-0.660307,0.358683,-2.298051,0.66979,2.200553,6
4.290276,-0.977073,0.635541,-1.467798,-0.647164,-2.013137,0.86626,-0.355514,2.164805,0.514742,0.40491,0.107048,1.331599,0.318279,0.505358,0.06281,0.358833,-0.630565,-0.503467,-0.705799,4
-1.076946,1.245046,0.120131,0.85858,1.76915,-1.000039,-0.051982,1.505341,-0.860215,0.460552,-0.150976,-1.521312,-0.189965,-1.198117,0.28567,0.397833,-1.300669,0.346942,-0.127305,0.671658,3
1.026927,-5.128696,2.86795,1.185446,-2.506238,1.494311,-0.407006,0.567509,1.210665,-0.433551,-1.252832,0.330527,-1.357871,-0.262544,-0.408483,0.249823,-0.158131,1.206474,0.138519,-0.290921,6
-0.434097,-0.073015,0.117072,0.988246,-0.857028,-2.090358,-0.239913,1.895917,-0.440186,-2.568171,-0.016099,1.185919,0.182978,0.529733,-0.356815,1.546656,-0.069078,-0.10007,-0.710561,0.789499,8
2.81177,-2.503946,-2.117635,-0.37189,0.718781,-1.297757,0.236688,-1.868374,-0.301914,0.757181,-1.201829,-0.276884,-0.8363,-0.439362,-0.520716,0.558788,0.316181,-0.158089,-0.329688,-0.23689,0
-1.970264,-1.063859,0.712292,3.403609,-0.701796,1.978816,-1.993548,0.110077,-0.897559,-0.960877,-0.070049,1.298484,0.232369,-0.426646,-0.070116,0.434858,-0.645046,0.381855,-0.721007,-0.027287,8
1.225617,-1.773884,-5.151721,-2.738811,1.643252,0.772561,-0.317373,-1.639527,0.150742,0.15745,-0.663813,-0.42031,-0.218237,0.239994,-0.003803,-0.425403,-1.440656,-0.924222,0.333647,0.958303,0
-3.680347,0.19666,-0.666471,1.362936,2.493527,2.303104,1.069895,1.258291,-0.572387,1.51789,-0.541217,-0.821135,-1.337974,-1.115531,0.481805,-0.902783,0.002041,0.834966,-0.148464,-0.552276,3
2.341327,5.50288,0.42519,-1.000476,-2.168883,0.872209,-2.616045,0.117209,0.787044,-0.961277,-0.471577,-0.703809,-0.70335,-1.009659,0.246183,0.258883,0.958894,-0.376051,-0.236393,-0.924143,7
0.379299,0.429879,-2.937644,2.245838,-0.01523,-0.656356,0.11391,-0.84572,-0.809873,-0.254296,-0.006144,-0.011324,-0.732349,1.017544,-0.12745,-0.756032,-0.080684,1.395688,0.21184,-1.333825,9
-3.566651,0.16884,-2.269999,1.578098,0.175667,0.730727,0.109043,0.917115,0.326834,0.782373,2.404771,0.492038,0.973545,-0.328486,0.668583,-0.442651,0.610381,1.263744,1.374158,0.745372,3
-1.78384,3.596427,0.607569,-0.876007,1.118001,1.214332,-2.633181,0.251086,2.704085,1.230131,2.562417,0.606827,-0.00163,0.40767,0.190034,0.923402,0.643722,0.746653,0.667512,1.139796,7
-6.669793,0.019598,2.279715,-1.912493,0.54303,1.433359,2.526001,-0.604009,2.105482,0.704241,-0.471211,1.139671,-0.151981,0.651754,-0.882772,1.086164,0.606934,-0.978457,-0.668564,0.693552,2
-1.933387,1.455403,0.152554,-3.08727,-0.13169,-3.059954,2.269607,1.109646,-0.395375,-1.433811,-0.766797,-0.656392,-0.641311,-0.797859,-0.688386,2.129485,-0.186081,-0.291465,-0.123664,0.98922,5
1.115596,0.989489,-2.538699,-0.890142,0.237293,-1.988987,0.477123,0.499703,0.252293,0.316652,0.127278,-1.94103,-0.441866,-0.014157,0.406811,-0.751314,0.014529,0.413725,0.546262,0.86257,5
-2.039131,1.510806,0.766083,1.488208,1.898936,0.164001,0.713892,1.416227,0.1187,1.540059,-0.318795,-1.361467,-0.596801,-1.91236,0.219172,0.495085,-0.669166,0.805048,-0.42294,-0.230125,3
6.941696,5.923375,-1.418599,-2.170381,-4.879607,7.146504,6.075528,0.740483,-3.407473,2.446856,4.422886,0.771541,1.814439,2.16968,6.081207,5.642226,-8.298728,3.378458,-3.204057,-2.714738,7
3.84139,-0.752959,1.210776,3.592646,3.238797,0.533695,-0.735699,1.639419,1.526707,0.613278,0.328862,1.265172,0.94735,-0.363204,0.080785,0.538522,-0.942909,-0.382624,0.400911,2.035573,4
-1.263941,0.846121,-4.132234,1.120067,-0.146281,-0.848607,0.548724,-1.318649,-0.935051,0.431823,0.596378,-0.555311,-0.717467,0.978783,-0.897405,0.20077,0.641026,-1.085957,0.011739,0.062261,9
5.976975,-2.935165,1.853374,-1.61543,4.395604,3.249695,0.864025,-1.106159,1.09122,-1.564714,1.302401,-1.757475,0.418808,-1.731963,-1.113258,-0.860945,0.02299,-0.35493,0.838388,0.70124,4
